subid,time_step,demand,predicted_demand,capacity,reward,sla_violation
2,8,36.47647335229367,36.47647335229367,3.0,-10.5,1
2,9,10.291169370590207,10.291169370590207,3.5,-10.0,1
2,10,7.547680890174951,7.547680890174951,3.5,-10.5,1
2,11,6.613720453655965,59.612908626352755,4.0,-10.0,1
2,12,25.743010710120878,47.85496759937033,4.0,-10.5,1
2,13,9.472662980362475,33.48401905758387,4.5,-10.0,1
2,14,5.677877259603104,18.81094549847783,4.5,-10.5,1
2,15,6.42789708156236,13.691944073403786,5.0,-10.0,1
2,16,11.2811102164414,14.047947231702585,5.0,-10.5,1
2,17,21.48620163548985,15.203821714179902,5.5,-10.0,1
2,18,44.460822721638,18.54698295210088,5.5,-10.5,1
2,19,48.21851063604326,21.42223758656448,6.0,-10.0,1
2,20,16.966322930299352,19.633807131214997,6.0,-10.5,1
2,21,21.175770140952544,20.63156220183155,6.5,-10.0,1
2,22,12.552819056302138,21.09036653372654,6.5,-10.5,1
2,23,7.979103946605496,21.215526687246918,7.0,-10.0,1
2,24,5.860992498167084,19.393008351151153,7.0,-1.639007501832916,0
2,25,26.615554190911844,20.964440045451504,7.5,-10.0,1
2,26,7.233214761996523,21.10701264983757,7.5,-0.766785238003477,0
2,27,6.206464448365342,21.08671465846118,8.0,-1.7935355516346583,0
2,28,8.774597511017287,20.8569509937973,8.0,-10.5,1
2,29,6.79659009609714,19.510403269352967,8.5,-1.7034099039028598,0
2,30,6.91481425311569,16.068685826405087,8.5,-2.08518574688431,0
2,31,19.273755600553624,13.415416614818538,9.0,-10.0,1
2,32,39.76934242899222,15.505693402198721,9.0,-10.5,1
2,33,39.080188309004924,17.14693173427019,9.5,-10.0,1
2,34,15.407251480482264,17.40858803982003,9.5,-10.5,1
2,35,6.48648207837952,17.271764368565986,10.0,-3.5135179216204797,0
2,36,66.30283530172436,22.81226662555873,10.0,-10.5,1
2,37,100.3335920252594,29.56975342704059,10.5,-10.0,1
2,38,174.98083531383676,44.94661864429262,10.5,-10.5,1
2,39,42.03179030594665,48.23060684790424,11.0,-10.0,1
2,40,7.358394231154823,48.10078821391685,11.0,-4.141605768845177,0
2,41,25.973612143331103,49.85868190157997,11.5,-10.0,1
2,42,34.367140308905626,52.375145123360696,11.5,-10.5,1
2,43,56.21728980699905,55.76163575895154,12.0,-10.0,1
3,0,123.29244729281189,123.29244729281189,1.0,-10.5,1
3,1,35.34840810342648,35.34840810342648,1.5,-10.0,1
3,2,85.54610073995433,85.54610073995433,1.5,-10.5,1
3,3,20.660457948409,20.660457948409,2.0,-10.0,1
3,4,28.717189349490575,28.717189349490575,2.0,-10.5,1
3,5,91.93758729685362,91.93758729685362,2.5,-10.0,1
3,6,6.516906798712816,6.516906798712816,2.5,-10.5,1
3,7,11.756523105348116,11.756523105348116,3.0,-10.0,1
3,8,36.6882370193138,36.6882370193138,3.0,-10.5,1
3,9,56.35330459133091,56.35330459133091,3.5,-10.0,1
3,10,87.96754566426858,87.96754566426858,3.5,-10.5,1
3,11,15.134620363892758,54.99260509176619,4.0,-10.0,1
3,12,7.340540429525296,44.36368029596491,4.0,-10.5,1
3,13,5.167102889859523,41.597060651387935,4.5,-10.0,1
3,14,4.586643837355095,34.175777101983,4.5,-10.5,1
3,15,4.766014799226775,32.71878647997464,5.0,-0.23398520077322527,0
3,16,5.915218901678147,30.628605855591836,5.0,-10.5,1
3,17,4.711065721809303,22.632841377879437,5.5,-0.7889342781906974,0
3,18,28.760474020884555,24.67183503991185,5.5,-10.5,1
3,19,5.537982677866171,24.10180216739267,6.0,-0.4620173221338293,0
3,20,4.771460807437356,21.176097681303997,6.0,-1.7285391925626437,0
3,21,6.711992935447052,16.625644112847976,6.5,-10.0,1
3,22,5.360430772250087,9.053325247746278,6.5,-1.639569227749913,0
3,23,5.108336593083866,8.134249235422129,7.0,-1.891663406916134,0
3,24,6.907232863763516,8.0945293752273,7.0,-0.5927671362364837,0
3,25,4.6711448963360205,8.049066559154312,7.5,-2.8288551036639795,0
3,26,35.36959050884492,10.870836670707547,7.5,-10.5,1
3,27,37.622278002329125,13.882660797658597,8.0,-10.0,1
3,28,5.114510784066856,13.809262553544226,8.0,-3.385489215933144,0
3,29,5.220962092004982,13.8560030541455,8.5,-3.2790379079950176,0
3,30,28.67047344244329,13.847753001121715,8.5,-10.5,1
3,31,16.644628858845152,14.865862234378122,9.0,-10.0,1
3,32,4.882464068839683,14.876037533340003,9.0,-4.617535931160317,0
3,33,5.516673256841107,14.766466562801124,9.5,-3.9833267431588926,0
3,34,4.600109967939585,14.69677048907266,9.5,-5.399890032060415,0
3,35,27.67477623103613,16.765360789218285,10.0,-10.0,1
3,36,7.555600760082418,16.824794513047518,10.0,-2.9443992399175816,0
3,37,6.553085869154193,16.997305768889184,10.5,-3.9469141308458067,0
3,38,4.784350633497539,14.193658780315674,10.5,-6.215649366502461,0
3,39,34.38093209344259,13.896535405334406,11.0,-10.0,1
3,40,5.606657256317822,13.94164883195741,11.0,-5.893342743682178,0
3,41,5.12630619841585,13.932972041711741,11.5,-6.37369380158415,0
3,42,3.434515377495932,11.619675885758234,11.5,-8.565484622504068,0
3,43,4.44903947756157,10.501746859140571,12.0,-7.55096052243843,0
3,44,0.3838342687662117,10.089372460800504,12.0,-12.116165731233789,0
4,0,3.0548600812528157,3.0548600812528157,1.0,-10.5,1
4,1,6.172130628758138,6.172130628758138,1.5,-10.0,1
4,2,7.762263511368404,7.762263511368404,1.5,-10.5,1
4,3,6.148205216851277,6.148205216851277,2.0,-10.0,1
4,4,18.015692666676884,18.015692666676884,2.0,-10.5,1
4,5,65.6438907195744,65.6438907195744,2.5,-10.0,1
4,6,103.25913138250834,103.25913138250834,2.5,-10.5,1
4,7,43.1003057001555,43.1003057001555,3.0,-10.0,1
4,8,3.953615062152553,3.953615062152553,3.0,-10.5,1
4,9,3.820037635887617,3.820037635887617,3.5,-10.0,1
4,10,54.47192314367113,54.47192314367113,3.5,-10.5,1
4,11,14.439231690364442,30.235451348595305,4.0,-10.0,1
4,12,4.361796847027813,30.355253885458016,4.0,-10.5,1
4,13,7.493043412739867,30.47633755732301,4.5,-10.0,1
4,14,7.663915424859738,30.46732231605971,4.5,-10.5,1
4,15,3.965614962087772,30.267251542706394,5.0,-1.034385037912228,0
4,16,74.47842703635672,35.44300219326038,5.0,-10.5,1
4,17,92.24428798677631,37.88137194275389,5.5,-10.0,1
4,18,11.840987314280056,29.501375403166293,5.5,-10.5,1
4,19,55.50086616572849,30.63809344584381,6.0,-10.0,1
4,20,90.31212763202076,38.55429043141507,6.0,-10.5,1
4,21,39.91431631717724,41.862932643866614,6.5,-10.0,1
4,22,4.769265346632216,37.306855679138046,6.5,-2.230734653367784,0
4,23,4.073009113905416,36.3566186096293,7.0,-2.9269908860945844,0
4,24,3.859470815895226,36.310572056775484,7.0,-3.640529184104774,0
4,25,6.204979978671234,36.192499575319204,7.5,-1.2950200213287664,0
4,26,92.30429099068895,43.951200668853545,7.5,-10.5,1
4,27,99.30678060828944,52.69080751975536,8.0,-10.0,1
4,28,50.87711645935291,50.52735405019668,8.0,-10.5,1
4,29,21.57516165290346,44.049350802925005,8.5,-10.0,1
4,30,38.10646397501918,46.457019496826085,8.5,-10.5,1
4,31,3.281260158717953,41.67022227951679,9.0,-5.718739841282047,0
4,32,14.70099766570155,34.7392020326042,9.0,-10.5,1
4,33,22.959673881324655,33.18502647598437,9.5,-10.0,1
4,34,6.926407774646496,33.38276453188568,9.5,-3.0735922253535044,0
4,35,43.89913610532196,37.0334928394322,10.0,-10.0,1
4,36,3.719165958408784,37.02063156082928,10.0,-6.780834041591216,0
4,37,6.51174502574498,37.04875169014437,10.5,-3.98825497425502,0
4,38,3.401238012613776,28.899305167154143,10.5,-7.598761987386224,0
4,39,3.1407817213470963,20.08408860251776,11.0,-7.859218278652904,0
4,40,15.056296706411931,16.800513458498166,11.0,-10.5,1
4,41,19.355316372362186,16.59702764111522,11.5,-10.0,1
4,42,20.45002869587159,14.978521073860023,11.5,-10.5,1
4,43,17.17101887925397,16.251748956575824,12.0,-10.0,1
4,44,0.3868500485622847,14.939618758338058,12.0,-12.113149951437716,0
5,0,127.31953326651738,127.31953326651738,1.0,-10.5,1
5,1,107.3005055448876,107.3005055448876,1.5,-10.0,1
5,2,68.51317295476963,68.51317295476963,1.5,-10.5,1
5,3,10.55454665047104,10.55454665047104,2.0,-10.0,1
5,4,7.101506348196306,7.101506348196306,2.0,-10.5,1
5,5,7.989557143124988,7.989557143124988,2.5,-10.0,1
5,6,7.212672562024048,7.212672562024048,2.5,-10.5,1
5,7,13.104793616197018,13.104793616197018,3.0,-10.0,1
5,8,209.06580802809128,209.06580802809128,3.0,-10.5,1
5,9,102.45289987120468,102.45289987120468,3.5,-10.0,1
5,10,59.92898285710513,59.92898285710513,3.5,-10.5,1
5,11,20.90163267281481,67.96584772224536,4.0,-10.0,1
5,12,10.935818142732543,57.29734050256508,4.0,-10.5,1
5,13,22.85947243541491,49.55691246753009,4.5,-10.0,1
5,14,8.985431751181371,44.10020285720116,4.5,-10.5,1
5,15,9.016378524269616,43.95920411229937,5.0,-10.0,1
5,16,7.479058786071529,43.99381308577126,5.0,-10.5,1
5,17,11.124732327487449,44.28120414433782,5.5,-10.0,1
5,18,63.11177834803889,49.40528884138918,5.5,-10.5,1
5,19,34.10514020162824,51.33032061172038,6.0,-10.0,1
5,20,7.119869383140739,32.81860956926658,6.0,-10.5,1
5,21,8.388836308498986,24.19607040935189,6.5,-10.0,1
5,22,7.775918250376737,19.415372820401785,6.5,-10.5,1
5,23,8.579042691401927,18.285802072105607,7.0,-10.0,1
5,24,7.668110102434735,17.98626216841164,7.0,-10.5,1
5,25,7.562668709036494,16.584055160160283,7.5,-10.0,1
5,26,9.516337543912126,16.632721524493935,7.5,-10.5,1
5,27,33.61686346404513,18.887765977306692,8.0,-10.0,1
5,28,14.08135286819416,19.492976268167936,8.0,-10.5,1
5,29,9.11393937126265,19.308653580513994,8.5,-10.0,1
5,30,6.889004132241977,14.154899277399277,8.5,-2.1109958677580227,0
5,31,7.267946893658722,11.694823224168735,9.0,-1.7320531063412776,0
5,32,7.600935092077181,11.738920914154578,9.0,-1.8990649079228188,0
5,33,13.095489321243404,12.170364106989481,9.5,-10.0,1
5,34,7.268334638723376,12.12383560925459,9.5,-2.731665361276624,0
5,35,8.175463054822218,12.086840809234785,10.0,-1.8245369451777815,0
5,36,6.768038858965349,12.004334278583423,10.0,-3.7319611410346507,0
5,37,7.070866235644237,11.959252385189131,10.5,-3.429133764355763,0
5,38,7.546167160347883,11.77865343336241,10.5,-3.453832839652117,0
5,39,8.674577649476333,9.492277233693605,11.0,-2.3254223505236666,0
5,40,8.847574790888242,9.012514243273893,11.0,-2.652425209111758,0
5,41,7.45516001991701,8.860459469400546,11.5,-4.04483998008299,0
5,42,7.280133224948639,8.896312969565322,11.5,-4.219866775051361,0
5,43,6.1644717949986,8.795161085521478,11.5,-5.3355282050014,0
6,0,188.31496269880412,188.31496269880412,1.0,-10.5,1
6,1,137.52112349871317,137.52112349871317,1.5,-10.0,1
6,2,88.3499873410822,88.3499873410822,1.5,-10.5,1
6,3,24.729563321511453,24.729563321511453,2.0,-10.0,1
6,4,7.676608201843513,7.676608201843513,2.0,-10.5,1
6,5,59.91500097744138,59.91500097744138,2.5,-10.0,1
6,6,7.0920729707662336,7.0920729707662336,2.5,-10.5,1
6,7,6.376742702607275,6.376742702607275,3.0,-10.0,1
6,8,5.425911434861478,5.425911434861478,3.0,-10.5,1
6,9,5.138211128294751,5.138211128294751,3.5,-10.0,1
6,10,5.131568657926176,5.131568657926176,3.5,-10.5,1
6,11,12.8125371126476,50.27772658759578,4.0,-10.0,1
6,12,23.52418204057445,35.171905027258056,4.0,-10.5,1
6,13,8.651921088534507,23.358894806325008,4.5,-10.0,1
6,14,12.143596039208418,16.373308936986582,4.5,-10.5,1
6,15,7.042561377181139,14.752000425422967,5.0,-10.0,1
6,16,4.851050446359354,14.492990964503585,5.0,-0.6489495536406462,0
6,17,5.25664937773336,9.482642067863685,5.5,-0.2433506222666404,0
6,18,49.71028169558715,13.389311200972271,5.5,-10.5,1
6,19,47.59739730272906,17.167871205983435,6.0,-10.0,1
6,20,36.16488093151538,19.98561007651004,6.0,-10.5,1
6,21,6.573559246903953,20.11718365404922,6.5,-10.0,1
6,22,7.825460181995027,20.364123710422195,6.5,-10.5,1
6,23,20.54748159657889,21.073160288115897,7.0,-10.0,1
6,24,29.42534285265792,21.614100029223547,7.0,-10.5,1
6,25,5.103871922120726,21.288862188968956,7.5,-2.3961280778792737,0
6,26,6.188026664884062,20.742934996322557,7.5,-1.8119733351159377,0
6,27,5.953878785161623,20.6431390920541,8.0,-2.0461212148383767,0
6,28,6.219246622095451,20.768557074829907,8.0,-2.2807533779045492,0
6,29,5.055225386675184,20.750093208982907,8.5,-3.4447746133248156,0
6,30,5.392169094027546,16.68759955383994,8.5,-3.6078309059724543,0
6,31,8.117992877415155,13.06865414818617,9.0,-0.8820071225848451,0
6,32,5.7512211844970285,10.28073533804282,9.0,-3.7487788155029715,0
6,33,42.66642640980656,13.589248161308893,9.5,-10.0,1
6,34,30.492307955129306,15.667042540512869,9.5,-10.5,1
6,35,5.8776822644606,14.32231093506869,10.0,-4.1223177355394,0
6,36,8.077546111033376,12.365429567086442,10.0,-2.422453888966624,0
6,37,6.714908308524999,12.513107902506833,10.5,-3.7850916914750012,0
6,38,9.810121761016086,12.845133286318935,10.5,-1.1898782389839138,0
6,39,8.80788102962009,13.106750158727626,11.0,-2.1921189703799104,0
6,40,10.335201545009692,13.484046026661431,11.0,-1.1647984549903079,0
6,41,7.327267599475268,13.692316562834774,11.5,-4.172732400524732,0
6,42,16.970455572634773,14.753659490040436,11.5,-10.5,1
6,43,76.011629880266,20.97724288196843,12.0,-10.0,1
7,0,98.53936996283814,98.53936996283814,1.0,-10.5,1
7,1,99.13022843628193,99.13022843628193,1.5,-10.0,1
7,2,34.81707682082092,34.81707682082092,1.5,-10.5,1
7,3,7.311098899805128,7.311098899805128,2.0,-10.0,1
7,4,8.73464909610698,8.73464909610698,2.0,-10.5,1
7,5,8.42498530303195,8.42498530303195,2.5,-10.0,1
7,6,43.97760979361926,43.97760979361926,2.5,-10.5,1
7,7,58.88901760337205,58.88901760337205,3.0,-10.0,1
7,8,49.158961515568414,49.158961515568414,3.0,-10.5,1
7,9,8.57539838927625,8.57539838927625,3.5,-10.0,1
7,10,26.879133252241044,26.879133252241044,3.5,-10.5,1
7,11,5.478547030867287,41.24230697618436,4.0,-10.0,1
7,12,8.044850007389002,32.94697598026819,4.0,-10.5,1
7,13,39.30153555719795,27.462679133018824,4.5,-10.0,1
7,14,7.057600191668138,24.918060442013154,4.5,-10.5,1
7,15,9.455687442663615,25.114647725108508,5.0,-10.0,1
7,16,32.555011227649935,27.29818092049995,5.0,-10.5,1
7,17,68.86439005225644,32.83845968917886,5.5,-10.0,1
7,18,55.2080591673428,33.86791754843686,5.5,-10.5,1
7,19,7.186878300191847,29.128554778978664,6.0,-10.0,1
7,20,6.244495762123481,25.194728751579554,6.0,-10.5,1
7,21,5.894016929283648,24.94893545108023,6.5,-0.605983070716352,0
7,22,6.308112928213664,23.063258588044384,6.5,-0.6918870717863363,0
7,23,24.58346356107167,24.814542603313118,7.0,-10.0,1
7,24,24.5341493295306,26.32606170784276,7.0,-10.5,1
7,25,29.372636408717263,25.41591261923204,7.5,-10.0,1
7,26,7.558954887074804,25.461870132977644,7.5,-10.5,1
7,27,30.835611383378165,27.42169649420981,8.0,-10.0,1
7,28,5.732041516563647,24.96292427069357,8.0,-2.7679584834363533,0
7,29,6.215956766410506,19.22015121949103,8.5,-2.284043233589494,0
7,30,7.6150865833604975,14.857462065959316,8.5,-1.3849134166395025,0
7,31,5.988789820966843,14.747637288697023,9.0,-3.0112101790331574,0
7,32,6.60261800342093,14.780465160815956,9.0,-2.89738199657907,0
7,33,6.034476586171988,14.793340629364055,9.5,-3.465523413828012,0
7,34,5.626733808846999,14.730880876755444,9.5,-4.373266191153001,0
7,35,12.557282337722135,13.628480931281736,10.0,-10.0,1
7,36,114.86236725643283,21.908567574581106,10.0,-10.5,1
7,37,49.97936978034468,23.797518133646957,10.5,-10.0,1
7,38,60.99284718299934,28.69562492744004,10.5,-10.5,1
7,39,42.76667172729585,29.78930545896582,11.0,-10.0,1
7,40,5.972712482222767,29.811366964151247,11.0,-5.527287517777233,0
7,41,9.748175512459158,30.135153682539038,11.5,-1.7518244875408424,0
7,42,5.145173465741646,29.908744980090646,11.5,-6.854826534258354,0
7,43,5.197894524908582,29.836246244618636,12.0,-6.802105475091418,0
8,0,307.8661314606251,307.8661314606251,1.0,-10.5,1
8,1,141.6187513091783,141.6187513091783,1.5,-10.0,1
8,2,87.51832024393072,87.51832024393072,1.5,-10.5,1
8,3,38.016433611723535,38.016433611723535,2.0,-10.0,1
8,4,7.261992656448977,7.261992656448977,2.0,-10.5,1
8,5,8.100910065947986,8.100910065947986,2.5,-10.0,1
8,6,5.059327803617233,5.059327803617233,2.5,-10.5,1
8,7,45.37835731261954,45.37835731261954,3.0,-10.0,1
8,8,38.479722421644425,38.479722421644425,3.0,-10.5,1
8,9,35.25650892325052,35.25650892325052,3.5,-10.0,1
8,10,16.30202416329766,16.30202416329766,3.5,-10.5,1
8,11,6.821748502131097,67.62068761015473,4.0,-10.0,1
8,12,5.810840765099446,39.932285963064864,4.0,-10.5,1
8,13,12.65128763100273,28.110268459232103,4.5,-10.0,1
8,14,9.656454612074125,20.972930776311916,4.5,-10.5,1
8,15,5.523090672522832,17.99437434021852,5.0,-10.0,1
8,16,7.218295013499252,17.99036872294813,5.0,-10.5,1
8,17,6.655854463848736,17.8579052927557,5.5,-10.0,1
8,18,6.187983050142883,17.961365357020547,5.5,-10.5,1
8,19,54.74640682456769,18.82010322894913,6.0,-10.0,1
8,20,64.39904616183968,21.19604123846703,6.0,-10.5,1
8,21,95.79448633763572,26.745355834785673,6.5,-10.0,1
8,22,42.76758579135332,29.17136565069077,6.5,-10.5,1
8,23,5.980495758564155,29.094250815863802,7.0,-1.019504241435845,0
8,24,6.954369391550601,29.19907427328849,7.0,-0.5456306084493994,0
8,25,5.506336618658698,28.54412043049029,7.5,-1.9936633813413023,0
8,26,7.632753550682711,28.35861449986274,7.5,-10.5,1
8,27,6.62557508827722,28.459675571306892,8.0,-1.3744249117227803,0
8,28,6.667490809755025,28.409185185963672,8.0,-1.8325091902449753,0
8,29,5.628422114094447,28.3150038872362,8.5,-2.8715778859055527,0
8,30,6.583569836333809,28.3512660093037,8.5,-2.416430163666191,0
8,31,5.876947898496359,23.871565607747158,9.0,-3.1230521015036414,0
8,32,5.490887390486919,18.47165105370649,9.0,-4.009112609513081,0
8,33,7.043186608303006,10.336115245184324,9.5,-2.4568133916969943,0
8,34,6.25885859981393,6.989481919293215,9.5,-3.24114140018607,0
8,35,5.940960169748559,6.985857823651786,9.5,-3.559039830251441,0
8,36,6.551629603292155,6.948940009728094,9.5,-2.948370396707845,0
8,37,17.44364018945502,8.043192837051091,9.5,-10.5,1
8,38,22.444907650340536,9.400973629519724,10.0,-10.0,1
8,39,9.903934012951163,9.701489864281504,10.0,-0.5960659870488367,0
8,40,9.435793958752711,9.955250986272958,10.5,-1.0642060412472887,0
8,41,22.568961521328504,11.508133765269411,10.5,-10.5,1
8,42,24.47695035847072,13.148360313131963,11.0,-10.0,1
8,43,22.491309071460567,14.671343420653683,11.0,-10.5,1
9,0,18.947000199094557,18.947000199094557,1.0,-10.5,1
9,1,28.399167129065574,28.399167129065574,1.5,-10.0,1
9,2,94.00484708770172,94.00484708770172,1.5,-10.5,1
9,3,38.34013310100779,38.34013310100779,2.0,-10.0,1
9,4,11.275850592779951,11.275850592779951,2.0,-10.5,1
9,5,53.645464657978415,53.645464657978415,2.5,-10.0,1
9,6,64.5184315997073,64.5184315997073,2.5,-10.5,1
9,7,14.89037491205308,14.89037491205308,3.0,-10.0,1
9,8,32.7499261016204,32.7499261016204,3.0,-10.5,1
9,9,7.923334210645907,7.923334210645907,3.5,-10.0,1
9,10,19.05412359592236,19.05412359592236,3.5,-10.5,1
9,11,45.61935669669991,39.35873423939206,4.0,-10.0,1
9,12,4.869118516917879,38.0682617518592,4.0,-10.5,1
9,13,3.317152393086657,35.76907706772779,4.5,-1.182847606913343,0
9,14,19.437647443149604,28.93375043364385,4.5,-10.5,1
9,15,3.011730209807685,25.6953135019505,5.0,-1.988269790192315,0
9,16,72.31923028914605,31.290956640784067,5.0,-10.5,1
9,17,114.2125926459586,36.84294337301558,5.5,-10.0,1
9,18,50.4324183440338,35.55172549124552,5.5,-10.5,1
9,19,5.787170784661724,34.71726511290131,6.0,-0.21282921533827626,0
9,20,4.769283226236498,32.15237284932445,6.0,-1.7307167737635023,0
9,21,3.728080376248339,31.76780791450467,6.5,-2.771919623751661,0
9,22,2.772337282077356,30.275310835735542,6.5,-4.2276627179226445,0
9,23,3.7012082489754055,26.43281389469413,7.0,-3.2987917510245945,0
9,24,3.2367214994992457,26.283177501430757,7.0,-4.263278500500754,0
9,25,3.119247843348947,26.265036251038126,7.5,-4.380752156651053,0
9,26,19.45289913330729,26.266434322635927,7.5,-10.5,1
9,27,3.0094549666985,26.266225758684246,8.0,-4.990545033301499,0
